model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,prep_name,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__learning_rate
KNN,f1,0.00253446896870931,0.00011144741821429896,0.010291179021199545,0.0029156048093535165,3,1,distance,"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8837209302325582,0.8823529411764706,0.9411764705882353,0.9024167806657547,0.027412929074672385,9,0.8666666666666667,0.92,0.9642857142857143,0.916984126984127,0.03990982529025799,9,0.8125,0.7419354838709677,0.8709677419354839,0.8084677419354839,0.052754306201049365,9,0.8387096774193549,0.8214285714285714,0.9152542372881356,0.858464162045354,0.04077167023499506,11,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,,
KNN,f1,0.0028325716654459634,0.0002924396284841651,0.01064141591389974,0.0005512926476804999,3,1,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.872093023255814,0.8705882352941177,0.9411764705882353,0.8946192430460557,0.03292666269163574,13,0.8387096774193549,0.8846153846153846,0.9642857142857143,0.8958702587734847,0.05188024288687243,12,0.8125,0.7419354838709677,0.8709677419354839,0.8084677419354839,0.052754306201049365,9,0.8253968253968254,0.8070175438596492,0.9152542372881356,0.8492228688482033,0.047290278853010605,12,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,,
KNN,f1,0.003141323725382487,0.0002322874366415521,0.009466330210367838,0.00041958040805380837,2,2,distance,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.872093023255814,0.8705882352941177,0.9176470588235294,0.8867761057911537,0.021837702909536627,16,0.8,0.8125,0.9,0.8375,0.04448782605013046,16,0.875,0.8387096774193549,0.8709677419354839,0.8615591397849464,0.01624065319031527,2,0.8358208955223881,0.8253968253968254,0.8852459016393444,0.8488212075195193,0.02610535150485148,13,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,,
KNN,f1,0.002892573674519857,0.0001831355100620153,0.011810859044392904,0.0004150907555969031,2,2,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8837209302325582,0.8823529411764706,0.9294117647058824,0.8984952120383037,0.02186843646521578,11,0.8928571428571429,0.9565217391304348,0.9629629629629629,0.9374472816501802,0.031639455318762257,2,0.78125,0.7096774193548387,0.8387096774193549,0.7765456989247311,0.05278212286852467,15,0.8333333333333334,0.8148148148148149,0.896551724137931,0.8482332907620265,0.03499273386439417,14,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,,
KNN,f1,0.0026275316874186196,0.00013872387751063202,0.011141777038574219,0.0009419398183628714,3,2,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8604651162790697,0.8823529411764706,0.9294117647058824,0.8907432740538076,0.028765817059686404,14,0.8125,0.8888888888888888,0.9629629629629629,0.8881172839506172,0.0614286704860961,13,0.8125,0.7741935483870968,0.8387096774193549,0.8084677419354839,0.026492477613477203,9,0.8125,0.8275862068965517,0.896551724137931,0.8455459770114943,0.03658859648921508,15,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,,
KNN,f1,0.002833763758341471,0.0003198203336499037,0.010665496190388998,0.002244187064766662,3,2,distance,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.872093023255814,0.8823529411764706,0.9176470588235294,0.8906976744186047,0.01951099636594628,15,0.8387096774193549,0.8888888888888888,0.9285714285714286,0.8853899982932241,0.03676923765486243,14,0.8125,0.7741935483870968,0.8387096774193549,0.8084677419354839,0.026492477613477203,9,0.8253968253968254,0.8275862068965517,0.8813559322033899,0.8447796548322556,0.025878773767774074,16,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,,
Random Forest,f1,0.3728488286336263,0.010036473779380132,0.02725386619567871,0.001817643902057709,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.9418604651162791,0.9411764705882353,0.9411764705882353,0.94140446876425,0.0003224381127161738,1,0.9090909090909091,0.8823529411764706,0.9333333333333333,0.9082590612002376,0.020820968185970443,1,0.9375,0.967741935483871,0.9032258064516129,0.9361559139784946,0.026355741332160745,1,0.923076923076923,0.923076923076923,0.9180327868852459,0.921395544346364,0.0023778286042422407,1,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,100,
Random Forest,f1,0.3496096928914388,0.005614949522540527,0.028654734293619793,0.0036079456449397427,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9418604651162791,0.9411764705882353,0.9411764705882353,0.94140446876425,0.0003224381127161738,1,0.9090909090909091,0.8823529411764706,0.9333333333333333,0.9082590612002376,0.020820968185970443,1,0.9375,0.967741935483871,0.9032258064516129,0.9361559139784946,0.026355741332160745,1,0.923076923076923,0.923076923076923,0.9180327868852459,0.921395544346364,0.0023778286042422407,1,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,10,100,
Random Forest,f1,0.4171496232350667,0.012396535146462185,0.04756244023640951,0.01884459163850716,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 100}",0.9418604651162791,0.9411764705882353,0.9411764705882353,0.94140446876425,0.0003224381127161738,1,0.9090909090909091,0.8823529411764706,0.9333333333333333,0.9082590612002376,0.020820968185970443,1,0.9375,0.967741935483871,0.9032258064516129,0.9361559139784946,0.026355741332160745,1,0.923076923076923,0.923076923076923,0.9180327868852459,0.921395544346364,0.0023778286042422407,1,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,100,100,
Random Forest,f1,1.6676581700642903,0.04099236122866363,0.12716873486836752,0.03848725046378867,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 500}",0.9418604651162791,0.9294117647058824,0.9411764705882353,0.937482900136799,0.00571398182745597,4,0.9090909090909091,0.8787878787878788,0.9333333333333333,0.907070707070707,0.022313860640782352,4,0.9375,0.9354838709677419,0.9032258064516129,0.9254032258064516,0.01570338903971495,4,0.923076923076923,0.90625,0.9180327868852459,0.9157865699873896,0.007050789687372255,4,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,500,
Random Forest,f1,2.005487600962321,0.027366653726114826,0.09119470914204915,0.004716252796095724,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.9418604651162791,0.9294117647058824,0.9411764705882353,0.937482900136799,0.00571398182745597,4,0.9090909090909091,0.8787878787878788,0.9333333333333333,0.907070707070707,0.022313860640782352,4,0.9375,0.9354838709677419,0.9032258064516129,0.9254032258064516,0.01570338903971495,4,0.923076923076923,0.90625,0.9180327868852459,0.9157865699873896,0.007050789687372255,4,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,10,500,
Random Forest,f1,1.8013095060984294,0.023645336949923268,0.08208902676900227,0.0013727404499281602,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 500}",0.9418604651162791,0.9294117647058824,0.9411764705882353,0.937482900136799,0.00571398182745597,4,0.9090909090909091,0.8787878787878788,0.9333333333333333,0.907070707070707,0.022313860640782352,4,0.9375,0.9354838709677419,0.9032258064516129,0.9254032258064516,0.01570338903971495,4,0.923076923076923,0.90625,0.9180327868852459,0.9157865699873896,0.007050789687372255,4,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,100,500,
Random Forest,f1,3.2756949265797934,0.05231625475420061,0.17864696184794107,0.008832375011529729,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 1000}",0.9418604651162791,0.9176470588235294,0.9411764705882353,0.933561331509348,0.011256554193521834,7,0.9090909090909091,0.875,0.9333333333333333,0.905808080808081,0.02392735067651449,7,0.9375,0.9032258064516129,0.9032258064516129,0.9146505376344086,0.016157009785176504,7,0.923076923076923,0.8888888888888888,0.9180327868852459,0.9099995329503526,0.01506884859563835,7,Outlier-Quantile: None + Correlation-Threshold: None + Scaling: False,,1000,
