model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,prep_name,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__learning_rate
XGBoost,f1,0.4306926727294922,0.08456828610406483,0.01240682601928711,0.0003784102196662691,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 1000}",0.9418604651162791,0.9647058823529412,0.9647058823529412,0.9570907432740539,0.01076943296471988,1,0.9655172413793104,0.9117647058823529,0.9666666666666667,0.9479828713094434,0.025614409028264652,5,0.875,1.0,0.9354838709677419,0.9368279569892474,0.05103988587647184,1,0.9180327868852458,0.9538461538461539,0.9508196721311476,0.9408995376208491,0.016216372689270498,1,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,1000,0.05
XGBoost,f1,0.4538884957631429,0.07097069348708396,0.015584309895833334,0.0034489532783164184,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.9418604651162791,0.9647058823529412,0.9647058823529412,0.9570907432740539,0.01076943296471988,1,0.9655172413793104,0.9117647058823529,0.9666666666666667,0.9479828713094434,0.025614409028264652,5,0.875,1.0,0.9354838709677419,0.9368279569892474,0.05103988587647184,1,0.9180327868852458,0.9538461538461539,0.9508196721311476,0.9408995376208491,0.016216372689270498,1,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,1500,0.05
XGBoost,f1,0.283352533976237,0.020931871563825543,0.015118598937988281,0.0036206142954248247,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 500}",0.9418604651162791,0.9647058823529412,0.9647058823529412,0.9570907432740539,0.01076943296471988,1,0.9655172413793104,0.9117647058823529,0.9666666666666667,0.9479828713094434,0.025614409028264652,5,0.875,1.0,0.9354838709677419,0.9368279569892474,0.05103988587647184,1,0.9180327868852458,0.9538461538461539,0.9508196721311476,0.9408995376208491,0.016216372689270498,1,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,500,0.05
XGBoost,f1,0.35687971115112305,0.0796987279560208,0.018518924713134766,0.0020996223661877696,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.9418604651162791,0.9647058823529412,0.9647058823529412,0.9570907432740539,0.01076943296471988,1,0.9655172413793104,0.9117647058823529,0.9666666666666667,0.9479828713094434,0.025614409028264652,5,0.875,1.0,0.9354838709677419,0.9368279569892474,0.05103988587647184,1,0.9180327868852458,0.9538461538461539,0.9508196721311476,0.9408995376208491,0.016216372689270498,1,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,500,0.05
XGBoost,f1,0.4522797266642253,0.04714023949314128,0.0142515500386556,0.002911011379055213,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.9418604651162791,0.9647058823529412,0.9647058823529412,0.9570907432740539,0.01076943296471988,1,0.9655172413793104,0.9117647058823529,0.9666666666666667,0.9479828713094434,0.025614409028264652,5,0.875,1.0,0.9354838709677419,0.9368279569892474,0.05103988587647184,1,0.9180327868852458,0.9538461538461539,0.9508196721311476,0.9408995376208491,0.016216372689270498,1,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,1500,0.05
XGBoost,f1,0.4092254638671875,0.02556734249253139,0.05650774637858073,0.05383102009033205,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 1000}",0.9418604651162791,0.9647058823529412,0.9647058823529412,0.9570907432740539,0.01076943296471988,1,0.9655172413793104,0.9117647058823529,0.9666666666666667,0.9479828713094434,0.025614409028264652,5,0.875,1.0,0.9354838709677419,0.9368279569892474,0.05103988587647184,1,0.9180327868852458,0.9538461538461539,0.9508196721311476,0.9408995376208491,0.016216372689270498,1,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,1000,0.05
XGBoost,f1,0.20334299405415854,0.0009709225062317072,0.03613527615865072,0.03558201435228999,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.9418604651162791,0.9647058823529412,0.9647058823529412,0.9570907432740539,0.01076943296471988,1,0.9655172413793104,0.9117647058823529,0.9666666666666667,0.9479828713094434,0.025614409028264652,5,0.875,1.0,0.9354838709677419,0.9368279569892474,0.05103988587647184,1,0.9180327868852458,0.9538461538461539,0.9508196721311476,0.9408995376208491,0.016216372689270498,1,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,500,0.05
XGBoost,f1,0.38667956988016766,0.06955083274621401,0.017615795135498047,0.005160465521767848,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.9418604651162791,0.9647058823529412,0.9647058823529412,0.9570907432740539,0.01076943296471988,1,0.9655172413793104,0.9117647058823529,0.9666666666666667,0.9479828713094434,0.025614409028264652,5,0.875,1.0,0.9354838709677419,0.9368279569892474,0.05103988587647184,1,0.9180327868852458,0.9538461538461539,0.9508196721311476,0.9408995376208491,0.016216372689270498,1,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,1000,0.05
XGBoost,f1,0.19424017270406088,0.008471205879710758,0.013741175333658854,0.00020303749464515534,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 500}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,20,500,0.1
XGBoost,f1,0.47861440976460773,0.03999460819641535,0.013078927993774414,0.0007833323600190443,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 1500}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,20,1500,0.1
XGBoost,f1,0.22037831942240396,0.022834285117831938,0.023348410924275715,0.007683580999009843,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 500}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,500,0.1
XGBoost,f1,0.2859640121459961,0.06527428880804037,0.013111114501953125,0.002477151237634346,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 1000}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,20,1000,0.1
XGBoost,f1,0.3701759974161784,0.02385763742592609,0.021992921829223633,0.013533440517248349,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,1000,0.1
XGBoost,f1,0.20227511723836264,0.02358308589632183,0.013140122095743815,0.001366770909346694,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,500,0.1
XGBoost,f1,0.43284328778584796,0.009072901802309229,0.016781330108642578,0.001479959601348926,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,1500,0.1
XGBoost,f1,0.5045129458109537,0.06821337575164103,0.013310114542643229,0.003036975039122321,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,1500,0.1
XGBoost,f1,0.20902562141418457,0.024225358964666467,0.0131834348042806,0.0021647508984667463,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,500,0.1
XGBoost,f1,0.33777960141499835,0.042577398975749206,0.017041762669881184,0.004349572070820202,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 1000}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,1000,0.1
XGBoost,f1,0.3291679223378499,0.016001335680839716,0.017740726470947266,0.0009105603099606305,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 1000}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,1000,0.1
XGBoost,f1,0.4539770285288493,0.034058926538632836,0.015237967173258463,0.0023839421889575406,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.9534883720930233,0.9647058823529412,0.9529411764705882,0.957045143638851,0.005421564595604884,13,0.9666666666666667,0.9117647058823529,0.9655172413793104,0.9479828713094434,0.025614409028264652,5,0.90625,1.0,0.9032258064516129,0.936491935483871,0.04492395152249435,13,0.9354838709677419,0.9538461538461539,0.9333333333333333,0.9408877860490764,0.009204914448362305,13,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,1500,0.1
XGBoost,f1,0.0777139663696289,0.0021896534766344326,0.014948447545369467,0.001700226398178051,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.9302325581395349,0.9764705882352941,0.9529411764705882,0.9532147742818058,0.018877588098162174,25,0.9642857142857143,0.9393939393939394,0.9655172413793104,0.9563989650196548,0.012034875353017161,1,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.96875,0.9333333333333333,0.9340277777777777,0.02807136518251078,25,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,100,0.2
XGBoost,f1,0.05293043454488119,0.005649459260170233,0.01112818717956543,0.001796863920112277,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9302325581395349,0.9764705882352941,0.9529411764705882,0.9532147742818058,0.018877588098162174,25,0.9642857142857143,0.9393939393939394,0.9655172413793104,0.9563989650196548,0.012034875353017161,1,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.96875,0.9333333333333333,0.9340277777777777,0.02807136518251078,25,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,100,0.2
XGBoost,f1,0.10878388086954753,0.051881039416904265,0.01551508903503418,0.004010243482695789,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 100}",0.9302325581395349,0.9764705882352941,0.9529411764705882,0.9532147742818058,0.018877588098162174,25,0.9642857142857143,0.9393939393939394,0.9655172413793104,0.9563989650196548,0.012034875353017161,1,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.96875,0.9333333333333333,0.9340277777777777,0.02807136518251078,25,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,100,0.2
XGBoost,f1,0.07183512051900227,0.010173456006084613,0.023051341374715168,0.015939858377334033,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.9302325581395349,0.9764705882352941,0.9529411764705882,0.9532147742818058,0.018877588098162174,25,0.9642857142857143,0.9393939393939394,0.9655172413793104,0.9563989650196548,0.012034875353017161,1,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.96875,0.9333333333333333,0.9340277777777777,0.02807136518251078,25,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,20,100,0.2
XGBoost,f1,0.10643545786539714,0.009721670470824112,0.013517300287882486,0.001153571836228154,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.9186046511627907,0.9764705882352941,0.9529411764705882,0.9493388052895577,0.02376060432612733,29,0.9032258064516129,0.9393939393939394,0.9655172413793104,0.9360456624082877,0.02554034632259813,45,0.875,1.0,0.9032258064516129,0.9260752688172044,0.05352770901005344,25,0.8888888888888888,0.96875,0.9333333333333333,0.930324074074074,0.03267252666428263,29,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,100,0.05
XGBoost,f1,0.13330650329589844,0.009017610581150595,0.01577107111612956,0.0032726645931660933,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9186046511627907,0.9764705882352941,0.9529411764705882,0.9493388052895577,0.02376060432612733,29,0.9032258064516129,0.9393939393939394,0.9655172413793104,0.9360456624082877,0.02554034632259813,45,0.875,1.0,0.9032258064516129,0.9260752688172044,0.05352770901005344,25,0.8888888888888888,0.96875,0.9333333333333333,0.930324074074074,0.03267252666428263,29,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,100,0.05
XGBoost,f1,0.10789092381795247,0.02037158301988483,0.013971646626790365,0.0011407728394186554,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.9186046511627907,0.9764705882352941,0.9529411764705882,0.9493388052895577,0.02376060432612733,29,0.9032258064516129,0.9393939393939394,0.9655172413793104,0.9360456624082877,0.02554034632259813,45,0.875,1.0,0.9032258064516129,0.9260752688172044,0.05352770901005344,25,0.8888888888888888,0.96875,0.9333333333333333,0.930324074074074,0.03267252666428263,29,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,20,100,0.05
XGBoost,f1,0.12974031766255698,0.013764976253377288,0.016112565994262695,0.004604899204822162,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 100}",0.9186046511627907,0.9764705882352941,0.9529411764705882,0.9493388052895577,0.02376060432612733,29,0.9032258064516129,0.9393939393939394,0.9655172413793104,0.9360456624082877,0.02554034632259813,45,0.875,1.0,0.9032258064516129,0.9260752688172044,0.05352770901005344,25,0.8888888888888888,0.96875,0.9333333333333333,0.930324074074074,0.03267252666428263,29,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,100,0.05
XGBoost,f1,0.11001102129618327,0.03864109047951957,0.014446735382080078,0.0011438423150199619,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 100}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9333333333333333,0.9117647058823529,0.9655172413793104,0.9368717601983323,0.022086558757113302,41,0.875,1.0,0.9032258064516129,0.9260752688172044,0.05352770901005344,25,0.9032258064516129,0.9538461538461539,0.9333333333333333,0.9301350978770334,0.020789042387941693,33,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,100,0.1
XGBoost,f1,0.10136882464090984,0.023030778993856287,0.014404217402140299,0.001527163855282015,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9333333333333333,0.9117647058823529,0.9655172413793104,0.9368717601983323,0.022086558757113302,41,0.875,1.0,0.9032258064516129,0.9260752688172044,0.05352770901005344,25,0.9032258064516129,0.9538461538461539,0.9333333333333333,0.9301350978770334,0.020789042387941693,33,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,100,0.1
XGBoost,f1,0.09181253115336101,0.01075368400797636,0.017222086588541668,0.0016158347919534458,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9333333333333333,0.9117647058823529,0.9655172413793104,0.9368717601983323,0.022086558757113302,41,0.875,1.0,0.9032258064516129,0.9260752688172044,0.05352770901005344,25,0.9032258064516129,0.9538461538461539,0.9333333333333333,0.9301350978770334,0.020789042387941693,33,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,100,0.1
XGBoost,f1,0.07986148198445638,0.012664824905688758,0.013230562210083008,0.0011440083841659078,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9333333333333333,0.9117647058823529,0.9655172413793104,0.9368717601983323,0.022086558757113302,41,0.875,1.0,0.9032258064516129,0.9260752688172044,0.05352770901005344,25,0.9032258064516129,0.9538461538461539,0.9333333333333333,0.9301350978770334,0.020789042387941693,33,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,20,100,0.1
XGBoost,f1,0.16776744524637857,0.014285712269020442,0.01325241724650065,0.0013856728424065082,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 500}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,20,500,0.2
XGBoost,f1,0.37116368611653644,0.038514472717607315,0.012211322784423828,0.0025692286981691156,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,1500,0.2
XGBoost,f1,0.3063999017079671,0.029920005393604985,0.014522870381673178,0.001741082395777856,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 1000}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,1000,0.2
XGBoost,f1,0.18154382705688477,0.024727937916300426,0.015279769897460938,0.0005871918376347835,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 500}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,15,500,0.2
XGBoost,f1,0.341079314549764,0.02346916832174317,0.02165047327677409,0.008121833189437721,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,1000,0.2
XGBoost,f1,0.17030111948649088,0.028584474850327574,0.012008587519327799,0.0004263953631749986,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,500,0.2
XGBoost,f1,0.41583840052286786,0.015027474279349962,0.01747282346089681,0.0046882673784100805,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,1500,0.2
XGBoost,f1,0.297527551651001,0.03137358773064836,0.016447941462198894,0.0021547753723010084,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 1000}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,1000,0.2
XGBoost,f1,0.1339710553487142,0.025983131983665902,0.013844569524129232,0.004135749969510736,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,5,500,0.2
XGBoost,f1,0.26310189565022785,0.04501122372978348,0.013983726501464844,0.00382369853033934,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 1000}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,20,1000,0.2
XGBoost,f1,0.514275312423706,0.04259987438566814,0.020540952682495117,0.006319243785012803,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.9302325581395349,0.9647058823529412,0.9529411764705882,0.9492932056543548,0.014308116318782725,33,0.9642857142857143,0.9117647058823529,0.9655172413793104,0.9471892205157926,0.025053959667175014,29,0.84375,1.0,0.9032258064516129,0.9156586021505376,0.06439175118842683,33,0.8999999999999999,0.9538461538461539,0.9333333333333333,0.929059829059829,0.022189324761961032,37,Outlier-Quantile: None + Correlation-Threshold: 0.9 + Scaling: False,10,1500,0.2
