model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,preproc_scaled
XGBoost,f1_macro,0.17812689145406088,0.011153543395692982,0.02131541570027669,0.0012780520141729191,0.2,15,500,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 500}",0.8964757709251101,0.9293598233995585,0.8940397350993378,0.9066251098080021,0.016106602563414476,2,0.8327114427860697,0.8983447283195394,0.8584971464806594,0.8631844391954228,0.02699888981945858,8,0.7500629202171647,0.8228346456692913,0.706091426071741,0.7596629973193991,0.04814122239672978,4,0.7819872286079182,0.8544344473007712,0.7516674280493376,0.7960297013193424,0.043113480810101225,1,False
XGBoost,f1_macro,0.24937939643859863,0.02697784270215181,0.026689529418945312,0.002990134933957252,0.1,10,500,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.8964757709251101,0.9315673289183223,0.8874172185430463,0.9051534394621595,0.01904003693915247,11,0.8291203703703703,0.9062128825947922,0.8282914989344068,0.854541583966523,0.03653869258209402,16,0.7555998993276525,0.8241469816272966,0.7021544181977253,0.7606337663842249,0.049930293050658325,1,0.7848710012400819,0.8580554516693115,0.7421799149638987,0.795035455957764,0.047848873943369716,2,False
XGBoost,f1_macro,0.4013938903808594,0.06404243316929319,0.02757716178894043,0.005485257625105329,0.05,10,1000,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.8898678414096917,0.9315673289183223,0.8940397350993378,0.9051583018091173,0.01875151031926891,8,0.8148496682821249,0.9121462264150944,0.8454118873826904,0.8574692606933031,0.040625855843245,11,0.740588933232661,0.8185148731408574,0.7173556430446194,0.7588198164727126,0.043263312295756244,6,0.769617992124386,0.8561536491677337,0.759170653907496,0.7949807650665385,0.04346552680687085,3,False
XGBoost,f1_macro,0.3096022605895996,0.00984964319626245,0.024070262908935547,0.0003647605312964242,0.1,15,1000,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 1000}",0.8986784140969163,0.9293598233995585,0.8874172185430463,0.9051518186798404,0.01772426304453955,12,0.8326270221007064,0.8983447283195394,0.8338907469342252,0.8549541657848237,0.03068609824141893,14,0.7624492143961457,0.8228346456692913,0.6965223097112861,0.7606020565922411,0.05158333418043975,2,0.7908253205128205,0.8544344473007712,0.7381947985721571,0.7944848554619162,0.04752513812829755,4,False
XGBoost,f1_macro,0.4294562339782715,0.03054674094453402,0.025867621103922527,0.0036724400246872482,0.2,15,1500,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.8898678414096917,0.9315673289183223,0.8962472406181016,0.9058941369820386,0.018339552370273654,4,0.8148496682821249,0.9062128825947922,0.8696400727650728,0.8635675412139966,0.03754522572369403,6,0.740588933232661,0.8241469816272966,0.7074037620297463,0.757379892296568,0.04911684748444138,7,0.769617992124386,0.8580554516693115,0.75491809883393,0.7941971808758758,0.045551661347189215,5,False
XGBoost,f1_macro,0.46604490280151367,0.05365394104637227,0.027601003646850586,0.002824344627506706,0.1,15,1500,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.9008810572687225,0.9271523178807947,0.8852097130242825,0.9044143627245999,0.0173043098893653,15,0.8396296296296297,0.8907496012759171,0.8241525423728814,0.8515105910928095,0.028456516507363437,17,0.7637615503541509,0.821522309711286,0.6952099737532809,0.760164611272906,0.05162948144782935,3,0.7940254267192273,0.8508575020202926,0.7351115509175963,0.7933314932190387,0.04725563428096137,6,False
XGBoost,f1_macro,0.34377559026082355,0.02419881253201194,0.01898344357808431,0.0003796863759382779,0.2,20,1500,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 1500}",0.8898678414096917,0.9315673289183223,0.8962472406181016,0.9058941369820386,0.018339552370273654,4,0.8180800856322679,0.9062128825947922,0.8696400727650728,0.8646443469973777,0.036153058257625485,5,0.7350519541221732,0.8241469816272966,0.7074037620297463,0.755534232593072,0.04981223162383612,12,0.7664993416721527,0.8580554516693115,0.75491809883393,0.7931576307251315,0.046132610800434994,7,False
XGBoost,f1_macro,0.2521246274312337,0.029109685837480408,0.020872116088867188,0.0025921880243452416,0.2,15,1000,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 1000}",0.8898678414096917,0.9315673289183223,0.8940397350993378,0.9051583018091173,0.01875151031926891,8,0.8148496682821249,0.9062128825947922,0.8584971464806594,0.8598532324525255,0.03731119992046991,9,0.740588933232661,0.8241469816272966,0.706091426071741,0.7569424469772329,0.04956380808767721,8,0.769617992124386,0.8580554516693115,0.7516674280493376,0.7931136239476784,0.046501874001827884,8,False
XGBoost,f1_macro,0.2570647398630778,0.010720980474519587,0.019720077514648438,0.0013900048666520427,0.2,20,1000,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 1000}",0.8920704845814978,0.9315673289183223,0.8940397350993378,0.9058925161997192,0.01817262580553521,6,0.8254455445544555,0.9062128825947922,0.8584971464806594,0.8633851912099691,0.03315378771208805,7,0.7363642900801783,0.8241469816272966,0.706091426071741,0.755534232593072,0.050065913696136305,12,0.7696028170472788,0.8580554516693115,0.7516674280493376,0.7931085655886427,0.04650443027861899,9,False
XGBoost,f1_macro,0.18087307612101236,0.012670334967775468,0.019631703694661457,0.0006018348118417232,0.2,20,500,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 500}",0.8898678414096917,0.9293598233995585,0.8940397350993378,0.9044224666361959,0.017715435755236042,13,0.8148496682821249,0.8983447283195394,0.8584971464806594,0.8572305143607745,0.034098480223789106,12,0.740588933232661,0.8228346456692913,0.706091426071741,0.7565050016578979,0.0489709829462855,9,0.769617992124386,0.8544344473007712,0.7516674280493376,0.7919066224914983,0.044817052886800816,10,False
XGBoost,f1_macro,0.29408923784891766,0.004327012414087184,0.03974525133768717,0.02495644427786264,0.1,10,1000,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.8942731277533039,0.9315673289183223,0.8896247240618101,0.9051550602444788,0.01877245973217582,10,0.8291247019899771,0.9062128825947922,0.8441344324667089,0.8598240056838261,0.033369336503658614,10,0.7432136051486715,0.8241469816272966,0.6978346456692913,0.7550650774817531,0.052243306436572,15,0.7758393680052666,0.8580554516693115,0.7413202375513933,0.7917383524086571,0.04896502719685751,11,False
XGBoost,f1_macro,0.08633089065551758,0.002881379866530013,0.018020073572794598,0.00041919773733179865,0.2,5,100,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.8942731277533039,0.9227373068432672,0.891832229580574,0.902947554725715,0.014028903797233028,18,0.8255305133392932,0.876322808225071,0.8417002131186361,0.8478511782276668,0.021187104313242656,29,0.7487505842591594,0.8188976377952756,0.710411198600175,0.7593531402182033,0.04491946509741301,5,0.7788332724394106,0.8438315685791677,0.7522905065339419,0.7916517825175067,0.038454970728187716,12,False
XGBoost,f1_macro,0.9440482457478842,0.025664745716461497,0.023198843002319336,0.004342732242320992,0.05,5,500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.9008810572687225,0.9249448123620309,0.8874172185430463,0.9044143627245999,0.015522956334497434,15,0.8435706084959816,0.8881567110471393,0.8338907469342252,0.8552060221591153,0.023632405063248808,13,0.758224571243663,0.8145778652668416,0.6965223097112861,0.7564415820739302,0.048212466141495325,10,0.791264367816092,0.8453366002570695,0.7381947985721571,0.7915985888817728,0.043741095816656084,13,False
XGBoost,f1_macro,0.12517579396565756,0.01019997473667612,0.020837148030598957,0.0015013798322042271,0.05,20,100,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.8942731277533039,0.9359823399558499,0.8896247240618101,0.9066267305903213,0.020844116118398256,1,0.8375241779497098,0.9372095372802587,0.8441344324667089,0.8729560492322258,0.045514150993208734,2,0.7321396469276957,0.8155074365704287,0.6978346456692913,0.7484939097224719,0.049411994922192386,32,0.7695431472081218,0.8616939516765805,0.7413202375513933,0.7908524454786985,0.05140053441785325,14,False
XGBoost,f1_macro,0.12373113632202148,0.02150877628628683,0.021348079045613606,0.003687253218371666,0.05,15,100,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 100}",0.8920704845814978,0.9359823399558499,0.8896247240618101,0.9058925161997192,0.021300133902336024,6,0.8294334975369457,0.9372095372802587,0.8441344324667089,0.8702591557613045,0.04771997877271412,3,0.7308273109696903,0.8155074365704287,0.6978346456692913,0.7480564644031368,0.049560429280092855,36,0.7663897844098837,0.8616939516765805,0.7413202375513933,0.7898013245459525,0.051855780273949145,15,False
XGBoost,f1_macro,0.12402002016703288,0.016600143585780203,0.026193936665852863,0.003298871127998052,0.05,10,100,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9008810572687225,0.9315673289183223,0.8874172185430463,0.9066218682433638,0.018475673095942186,3,0.8580562659846547,0.9257678318852294,0.8402091995841996,0.8746777658180278,0.03685354422430153,1,0.7416136339121994,0.807250656167979,0.6908902012248469,0.7465848304350083,0.04763383576684721,40,0.7824072594817395,0.8521556035163447,0.7340600646921368,0.7895409758967403,0.04847546805661764,16,False
XGBoost,f1_macro,0.46972091992696124,0.05163511316749663,0.02784442901611328,0.002778200569214206,0.1,10,1500,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.8920704845814978,0.9337748344370861,0.8852097130242825,0.9036850106809555,0.021460283732922775,17,0.8254455445544555,0.9143692564745196,0.8241525423728814,0.8546557811339522,0.04222710280216412,15,0.7363642900801783,0.8254593175853018,0.6952099737532809,0.752344527139587,0.05436143776933654,19,0.7696028170472788,0.8617216117216118,0.7351115509175963,0.7888119932288289,0.053443248475240845,17,False
XGBoost,f1_macro,0.5120902856191,0.08173284256845918,0.02814332644144694,0.005043873739202198,0.05,10,1500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.8898678414096917,0.9293598233995585,0.8874172185430463,0.9022149611174322,0.01922037199337089,19,0.8180800856322679,0.8983447283195394,0.8282914989344068,0.8482387709620713,0.03567467320511924,27,0.7350519541221732,0.8228346456692913,0.7021544181977253,0.7533470059963966,0.05093761555705583,18,0.7664993416721527,0.8544344473007712,0.7421799149638987,0.7877045679789408,0.048218365965567285,18,False
XGBoost,f1_macro,0.3978479703267415,0.01581369065837623,0.024561246236165363,0.004048542389135729,0.05,5,1000,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 1000}",0.8986784140969163,0.9205298013245033,0.8830022075055187,0.9007368076423128,0.015389559500983576,37,0.8362113583964617,0.8735268441728503,0.8104651162790697,0.8400677729494607,0.02588885643336071,43,0.7569122352856578,0.8119531933508312,0.6995297462817147,0.7561317249727345,0.04589999825698647,11,0.7880485527544351,0.8383425852498018,0.7360633210575496,0.7874848196872621,0.04175723743381019,19,False
XGBoost,f1_macro,0.19580992062886557,0.005545439849008946,0.020773967107137043,0.0015593350380168555,0.1,5,500,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.8920704845814978,0.9293598233995585,0.8830022075055187,0.9014775051621916,0.020060345045205142,28,0.8186111111111112,0.8983447283195394,0.8148827847501776,0.8439462080602761,0.0384956652032539,40,0.7474382483011541,0.8228346456692913,0.6938976377952756,0.7547235105885736,0.05288978656806606,16,0.7757165757609364,0.8544344473007712,0.7320693233938556,0.7874067821518546,0.0506346494098353,20,False
XGBoost,f1_macro,0.09054430325826009,0.00027912468147482276,0.01845097541809082,0.001288185548211336,0.2,15,100,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 100}",0.8898678414096917,0.9315673289183223,0.8852097130242825,0.9022149611174322,0.020842195368255347,19,0.8148496682821249,0.9121462264150944,0.8241525423728814,0.8503828123567002,0.04383815198126396,22,0.740588933232661,0.8185148731408574,0.6952099737532809,0.7514379267089332,0.050920199317698644,20,0.769617992124386,0.8561536491677337,0.7351115509175963,0.7869610640699053,0.050914202311860404,21,False
XGBoost,f1_macro,0.37501994768778485,0.0060097864112954235,0.02416531244913737,0.001385283787458884,0.05,20,1000,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 20, 'classifier__n_estimators': 1000}",0.8854625550660793,0.9293598233995585,0.8896247240618101,0.9014823675091493,0.019785437791105143,23,0.8041688232249564,0.9038568643831801,0.837863196125908,0.8486296279113482,0.04140340909904102,26,0.7324272822061626,0.8172025371828522,0.7034667541557306,0.7510321911815817,0.04826015653853495,21,0.7604027118093615,0.8525030525030526,0.7452995681899964,0.7860684441674701,0.04737927905265107,22,False
XGBoost,f1_macro,0.09431028366088867,0.0035142271343812453,0.01914191246032715,0.0015005411666783343,0.2,20,100,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.8898678414096917,0.9315673289183223,0.8852097130242825,0.9022149611174322,0.020842195368255347,19,0.8180800856322679,0.9121462264150944,0.8241525423728814,0.8514596181400812,0.04298346194107936,18,0.7350519541221732,0.8185148731408574,0.6952099737532809,0.7495922670054371,0.05137827087594197,26,0.7664993416721527,0.8561536491677337,0.7351115509175963,0.785921513919161,0.05128815957114809,23,False
XGBoost,f1_macro,0.4231986204783122,0.02784595812395867,0.025136470794677734,0.0017367625028116864,0.05,20,1500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 20, 'classifier__n_estimators': 1500}",0.8854625550660793,0.9271523178807947,0.891832229580574,0.9014823675091493,0.01833672003416828,23,0.8041688232249564,0.8958656920968479,0.847918989223337,0.8493178348483804,0.03744815542443749,23,0.7324272822061626,0.8158902012248469,0.7047790901137359,0.7510321911815817,0.0472301226731002,21,0.7604027118093615,0.8488977388737833,0.7484616692163861,0.7859207066331769,0.04479752275091105,24,False
XGBoost,f1_macro,0.4847082297007243,0.05772042899263348,0.03166365623474121,0.006737750556212291,0.05,15,1500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.8854625550660793,0.9271523178807947,0.891832229580574,0.9014823675091493,0.01833672003416828,23,0.8041688232249564,0.8958656920968479,0.847918989223337,0.8493178348483804,0.03744815542443749,23,0.7324272822061626,0.8158902012248469,0.7047790901137359,0.7510321911815817,0.0472301226731002,21,0.7604027118093615,0.8488977388737833,0.7484616692163861,0.7859207066331769,0.04479752275091105,24,False
XGBoost,f1_macro,0.46309423446655273,0.06013743145896856,0.024658600489298504,0.0041617816875074475,0.05,5,1500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.8920704845814978,0.9205298013245033,0.8852097130242825,0.8992699996434279,0.015291651801534658,44,0.8156855707106964,0.8735268441728503,0.8191692735488356,0.8361272294774608,0.02648373627831256,46,0.752975227411642,0.8119531933508312,0.7008420822397201,0.7552568343340645,0.0453896027058896,14,0.7786269417161735,0.8383425852498018,0.7391015417331207,0.7853570228996988,0.040793518064537126,26,False
