model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,preproc_scaled
KNN,f1_macro,0.13634371757507324,0.03586953520460784,0.14865930875142416,0.032557790690002905,2,1,distance,"{'classifier__n_neighbors': 2, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8436123348017621,0.8565121412803532,0.8366445916114791,0.8455896892311981,0.008230525716947578,13,0.7030092592592592,0.7356930509104422,0.6717818642993024,0.7034947248230012,0.026093890742485668,13,0.6576600870096717,0.6387248468941382,0.598753280839895,0.6317127382479016,0.02455443210543846,3,0.6750178954903364,0.6663267040625531,0.6171539515760621,0.6528328503763171,0.02547707553609358,1,True
KNN,f1_macro,0.10423541069030762,0.004672630454873231,0.13569275538126627,0.02156746366568858,2,1,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8237885462555066,0.8167770419426048,0.8035320088300221,0.8146991990093778,0.008399202365260032,15,0.6768748492886424,0.6519604052277472,0.6256863351635604,0.6515071965599833,0.02090008043295258,14,0.6846079171610397,0.6432633420822397,0.6184930008748906,0.6487880867060566,0.027272545917704182,1,0.6805628847845206,0.6473319388817499,0.6218378621744065,0.6499108952802256,0.024043645483696707,2,True
KNN,f1_macro,0.0997769037882487,0.0077191031011263405,0.10832889874776204,0.021768718976830248,3,1,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8700440528634361,0.8675496688741722,0.8609271523178808,0.866173624685163,0.003847041469056997,1,0.8226994967649173,0.8225585319552837,0.8537587412587413,0.8330055899929807,0.01467480683266489,7,0.6291122856218315,0.6114938757655293,0.5737642169728784,0.6047901261200798,0.023087621073841803,4,0.6655554306975815,0.6439052510219054,0.5910439206133123,0.6335015341109331,0.03129610495394248,3,True
KNN,f1_macro,0.09594964981079102,0.00372926551058043,0.0778360366821289,0.003395474609490934,3,1,distance,"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8678414096916299,0.8675496688741722,0.8609271523178808,0.865439410294561,0.0031928704130952247,2,0.8083094804406279,0.8225585319552837,0.8537587412587413,0.8282089178848843,0.018979883615612533,8,0.6277999496638262,0.6114938757655293,0.5737642169728784,0.6043526808007447,0.02263054868985272,5,0.6628712871287129,0.6439052510219054,0.5910439206133123,0.6326068195879769,0.030392252957892735,4,True
KNN,f1_macro,0.1025241216023763,0.004869788482399453,0.05577858289082845,0.0025049601032667733,2,2,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.775330396475771,0.7902869757174393,0.8057395143487859,0.7904522955139988,0.012415020752569035,16,0.6096352162536556,0.6154842497927604,0.6416655032807483,0.6222616564423881,0.013926826688811782,16,0.6280516305324848,0.6218832020997376,0.6479658792650919,0.6326335706324381,0.011130203452399042,2,0.6168205739251316,0.6184603654482105,0.6446552092990088,0.6266453828907836,0.01275245373776079,5,True
KNN,f1_macro,0.08330464363098145,0.00577374254065861,0.0534818172454834,0.005106943966299243,2,2,distance,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8105726872246696,0.8344370860927153,0.8167770419426048,0.8205956050866631,0.010109845092686177,14,0.6370316242439005,0.6673869287236561,0.6249868986479405,0.6431351505384991,0.01783966390802694,15,0.6213641103081293,0.603073053368329,0.5869422572178478,0.6037931402981019,0.014061884331578848,6,0.6281240475464798,0.6208528161233805,0.5985286109361152,0.6158351582019919,0.012592461641833783,6,True
KNN,f1_macro,0.08394622802734375,0.004713621936272836,0.07655612627665202,0.0007968942460543245,6,1,uniform,"{'classifier__n_neighbors': 6, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8678414096916299,0.8631346578366446,0.8609271523178808,0.8639677399487184,0.0028835462092944163,3,0.8170629370629371,0.8222222222222222,0.9290540540540541,0.8561130711130711,0.05162005295190542,6,0.6222629705533383,0.5919728783902012,0.5625,0.5922452829811798,0.024398890897411523,7,0.6568405139833711,0.6175653594771242,0.5729292929292928,0.6157783887965961,0.03427990862353045,7,True
KNN,f1_macro,0.08065676689147949,0.005367316123701757,0.07873272895812988,0.0007300001839078017,6,1,distance,"{'classifier__n_neighbors': 6, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8656387665198237,0.8675496688741722,0.8565121412803532,0.8632335255581164,0.004816336222274131,4,0.8215488215488216,0.8711384439359268,0.9271300448430493,0.8732724367759325,0.043129758652677305,5,0.6098766763743573,0.5945975503062118,0.5486111111111112,0.5843617792638934,0.02603773708010919,8,0.6414319932673012,0.6224160924649922,0.549308925045536,0.6043856702592764,0.03971135033660844,8,True
KNN,f1_macro,0.09091917673746745,0.004002979556742766,0.061780691146850586,0.0036723468213048006,3,2,distance,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8458149779735683,0.8498896247240618,0.847682119205298,0.8477955739676427,0.001665400957257413,11,0.7098620869112673,0.7270090698164944,0.7191971865146738,0.7186894477474786,0.0070094272081638875,11,0.5869916945313343,0.5784667541557306,0.5658902012248469,0.577116216637304,0.008667418632728019,9,0.6066831683168317,0.5964259511581596,0.5785478325355626,0.5938856506701846,0.011625808210130128,9,True
KNN,f1_macro,0.08864283561706543,0.004761840070323107,0.0574338436126709,0.0007225187875999946,3,2,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8458149779735683,0.8498896247240618,0.847682119205298,0.8477955739676427,0.001665400957257413,11,0.7098620869112673,0.7270090698164944,0.7191971865146738,0.7186894477474786,0.0070094272081638875,11,0.5869916945313343,0.5784667541557306,0.5658902012248469,0.577116216637304,0.008667418632728019,9,0.6066831683168317,0.5964259511581596,0.5785478325355626,0.5938856506701846,0.011625808210130128,9,True
KNN,f1_macro,0.08735092480977376,0.006812074804028646,0.05514168739318848,0.000984917529203897,6,2,uniform,"{'classifier__n_neighbors': 6, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8458149779735683,0.8631346578366446,0.8432671081677704,0.8507389146593277,0.008826616823574827,10,0.7088032454361055,0.8387442791762014,0.6924581759309228,0.7466685668477432,0.06544841696520526,10,0.5925286736418222,0.586340769903762,0.552001312335958,0.5769569186271807,0.01782618396609816,11,0.6134384274801732,0.6098299622138253,0.557671943118837,0.5936467776042785,0.02548066970058926,11,True
KNN,f1_macro,0.08142916361490886,0.003807818819205076,0.056935787200927734,0.0008998853996563469,6,2,distance,"{'classifier__n_neighbors': 6, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8480176211453745,0.8653421633554084,0.8410596026490066,0.8514731290499298,0.010209998033752835,9,0.7207045291157441,0.8933566433566433,0.6759681093394078,0.7633430939372651,0.0937300346316305,9,0.5883040304893395,0.5820209973753281,0.5394247594050744,0.5699165957565806,0.02171302511310083,12,0.6088699104768326,0.6040266532922548,0.537492909812819,0.5834631578606354,0.03256595424900385,12,True
KNN,f1_macro,0.10715762774149577,0.006222803821566861,0.08881274859110515,0.0016607673290838956,15,1,uniform,"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8612334801762115,0.8609271523178808,0.847682119205298,0.8566142505664635,0.006317208622961742,5,0.9290540540540541,0.9290540540540541,0.9233333333333333,0.9271471471471472,0.0026967736099306754,1,0.5684931506849316,0.5625,0.5208333333333334,0.5506088280060882,0.021196139995111017,13,0.5823001095290252,0.5729292929292928,0.4984837545126354,0.5512377189903178,0.037498343314702046,13,True
KNN,f1_macro,0.09564447402954102,0.012889477169140334,0.0781706174214681,0.004218773545812236,15,1,distance,"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8612334801762115,0.8609271523178808,0.847682119205298,0.8566142505664635,0.006317208622961742,5,0.9290540540540541,0.9290540540540541,0.9233333333333333,0.9271471471471472,0.0026967736099306754,1,0.5684931506849316,0.5625,0.5208333333333334,0.5506088280060882,0.021196139995111017,13,0.5823001095290252,0.5729292929292928,0.4984837545126354,0.5512377189903178,0.037498343314702046,13,True
KNN,f1_macro,0.08854556083679199,0.010209973219070408,0.061752716700236,0.010430899876428174,15,2,uniform,"{'classifier__n_neighbors': 15, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8546255506607929,0.8587196467991169,0.8454746136865342,0.8529399370488147,0.005537068747693015,7,0.8714107365792758,0.9280898876404494,0.9223946784922394,0.9072984342373216,0.025482725968872067,3,0.55348218458994,0.5555555555555556,0.5138888888888888,0.5409755430114614,0.019171851596497327,15,0.5576094017598772,0.5612590799031477,0.4849597193347193,0.5346094003325814,0.035139229312640186,15,True
