model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,preproc_scaled,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__learning_rate
KNN,f1,0.0874491532643636,0.008965956643263119,0.05795884132385254,0.0074871990778850525,3.0,2.0,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8458149779735683,0.8498896247240618,0.847682119205298,0.8477955739676427,0.001665400957257413,11,0.8641686182669789,0.8631090487238979,0.8594470046082949,0.8622415571997238,0.002022838771603418,9,0.968503937007874,0.9763779527559056,0.979002624671916,0.9746281714785652,0.0044610844388388625,11,0.9133663366336634,0.916256157635468,0.9153374233128835,0.914986639194005,0.0012055575415993861,11,True,,,
KNN,f1,0.09624663988749187,0.011578454356856114,0.05987874666849772,0.00965484983587729,3.0,2.0,distance,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8458149779735683,0.8498896247240618,0.847682119205298,0.8477955739676427,0.001665400957257413,11,0.8641686182669789,0.8631090487238979,0.8594470046082949,0.8622415571997238,0.002022838771603418,9,0.968503937007874,0.9763779527559056,0.979002624671916,0.9746281714785652,0.0044610844388388625,11,0.9133663366336634,0.916256157635468,0.9153374233128835,0.914986639194005,0.0012055575415993861,11,True,,,
KNN,f1,0.10120908419291179,0.010851118707974627,0.09615874290466309,0.013460013304637945,2.0,1.0,distance,"{'classifier__n_neighbors': 2, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8436123348017621,0.8565121412803532,0.8366445916114791,0.8455896892311981,0.008230525716947578,13,0.8875,0.8816425120772947,0.8698795180722891,0.8796740100498613,0.007326963719267943,3,0.931758530183727,0.958005249343832,0.94750656167979,0.9457567804024496,0.010786376208169695,13,0.9090909090909091,0.9182389937106918,0.907035175879397,0.9114550262269993,0.004869850844675281,13,True,,,
KNN,f1,0.08968838055928548,0.015634296182887697,0.060210863749186196,0.008006539777258658,2.0,2.0,distance,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8105726872246696,0.8344370860927153,0.8167770419426048,0.8205956050866631,0.010109845092686177,14,0.8772378516624041,0.8713592233009708,0.8669950738916257,0.8718640496183335,0.004196805239180127,4,0.9002624671916011,0.9422572178477691,0.9238845144356955,0.9221347331583551,0.017188873757120294,14,0.8886010362694301,0.905422446406053,0.8945362134688691,0.8961865653814507,0.0069657593901713685,14,True,,,
KNN,f1,0.09418106079101562,0.007297617792994563,0.10000848770141602,0.002034885639767552,2.0,1.0,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8237885462555066,0.8167770419426048,0.8035320088300221,0.8146991990093778,0.008399202365260032,15,0.8992042440318302,0.8860103626943006,0.8782383419689119,0.8878176495650143,0.008654169580911487,1,0.889763779527559,0.8976377952755905,0.889763779527559,0.8923884514435695,0.0037118466204018176,15,0.8944591029023746,0.8917861799217731,0.8839634941329857,0.8900695923190445,0.004453422325088852,15,True,,,
KNN,f1,0.09362991650899251,0.006685543072130571,0.05677111943562826,0.009447739661379701,2.0,2.0,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.775330396475771,0.7902869757174393,0.8057395143487859,0.7904522955139988,0.012415020752569035,16,0.8821917808219178,0.8803191489361702,0.8885941644562334,0.8837016980714405,0.003542960912346815,2,0.8451443569553806,0.868766404199475,0.8792650918635171,0.8643919510061243,0.01426903449720043,16,0.8632707774798928,0.8745046235138706,0.8839050131926122,0.8738934713954585,0.008434968920942375,16,True,,,
Random Forest,f1,0.3539284070332845,0.04314202837247711,0.0892949899037679,0.006609226604847033,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.9118942731277533,0.9315673289183223,0.8984547461368654,0.9139721160609803,0.013597765945332838,1,0.9128329297820823,0.928921568627451,0.9016786570743405,0.9144777184946246,0.011182517751810363,1,0.989501312335958,0.994750656167979,0.9868766404199475,0.9903762029746281,0.003273541020799596,9,0.9496221662468514,0.9607097591888466,0.9423558897243107,0.9508959383866696,0.007546875851566589,1,False,,100.0,
Random Forest,f1,0.4018450578053792,0.00445914885831725,0.10493906339009602,0.025677844124459358,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 100}",0.9118942731277533,0.9315673289183223,0.8984547461368654,0.9139721160609803,0.013597765945332838,1,0.9128329297820823,0.928921568627451,0.9016786570743405,0.9144777184946246,0.011182517751810363,1,0.989501312335958,0.994750656167979,0.9868766404199475,0.9903762029746281,0.003273541020799596,9,0.9496221662468514,0.9607097591888466,0.9423558897243107,0.9508959383866696,0.007546875851566589,1,False,100,100.0,
Random Forest,f1,1.6072925726572673,0.010347222622250891,0.10412319501241048,0.0036628675241727484,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.9118942731277533,0.9315673289183223,0.8940397350993378,0.9125004457151378,0.015326570792036153,5,0.9108433734939759,0.926829268292683,0.8954869358669834,0.9110531925512141,0.012796313753013681,6,0.9921259842519685,0.9973753280839895,0.989501312335958,0.9930008748906388,0.003273541020799636,1,0.949748743718593,0.9608091024020228,0.940149625935162,0.9502358240185925,0.00844122532121093,3,False,10,500.0,
Random Forest,f1,2.671290636062622,0.02396177441785324,0.26905043919881183,0.015954655301618523,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.9096916299559471,0.9315673289183223,0.8962472406181016,0.9125020664974569,0.014555664980784113,3,0.9106280193236715,0.926829268292683,0.8957345971563981,0.9110639615909175,0.012698088504802734,4,0.989501312335958,0.9973753280839895,0.9921259842519685,0.9930008748906386,0.003273541020799636,2,0.9484276729559749,0.9608091024020228,0.9414694894146949,0.9502354215908975,0.007998171623156714,4,False,10,1000.0,
Random Forest,f1,4.116321802139282,0.05157388047345364,0.2646927833557129,0.020701672972194735,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.9096916299559471,0.9315673289183223,0.8962472406181016,0.9125020664974569,0.014555664980784113,3,0.9106280193236715,0.926829268292683,0.8957345971563981,0.9110639615909175,0.012698088504802734,4,0.989501312335958,0.9973753280839895,0.9921259842519685,0.9930008748906386,0.003273541020799636,2,0.9484276729559749,0.9608091024020228,0.9414694894146949,0.9502354215908975,0.007998171623156714,4,False,10,1500.0,
Random Forest,f1,0.3996267318725586,0.010463085468845123,0.08757789929707845,0.006172301220690928,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9096916299559471,0.9337748344370861,0.891832229580574,0.9117662313245357,0.017185720888115055,6,0.9106280193236715,0.9290953545232273,0.8952380952380953,0.9116538230283314,0.013841187485316802,3,0.989501312335958,0.9973753280839895,0.9868766404199475,0.9912510936132982,0.0044610844388388625,4,0.9484276729559749,0.9620253164556962,0.9388264669163545,0.9497598187760086,0.009517619252440133,6,False,10,100.0,
Random Forest,f1,4.3437018394470215,0.06581269060169916,0.3117118676503499,0.020389306738254447,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 1500}",0.9096916299559471,0.9315673289183223,0.891832229580574,0.9110303961516144,0.016249384625069717,7,0.9106280193236715,0.926829268292683,0.8952380952380953,0.9108984609514832,0.012898460056579547,7,0.989501312335958,0.9973753280839895,0.9868766404199475,0.9912510936132982,0.0044610844388388625,4,0.9484276729559749,0.9608091024020228,0.9388264669163545,0.9493544140914508,0.008998266595038463,7,False,,1500.0,
Random Forest,f1,1.4777581691741943,0.019851219067735973,0.16389973958333334,0.0037747264638724417,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 500}",0.9096916299559471,0.9315673289183223,0.891832229580574,0.9110303961516144,0.016249384625069717,7,0.9106280193236715,0.926829268292683,0.8952380952380953,0.9108984609514832,0.012898460056579547,7,0.989501312335958,0.9973753280839895,0.9868766404199475,0.9912510936132982,0.0044610844388388625,4,0.9484276729559749,0.9608091024020228,0.9388264669163545,0.9493544140914508,0.008998266595038463,7,False,,500.0,
Random Forest,f1,3.8827226956685386,0.014371467910261096,0.19739166895548502,0.009395988348946725,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 1500}",0.9096916299559471,0.9315673289183223,0.891832229580574,0.9110303961516144,0.016249384625069717,7,0.9106280193236715,0.926829268292683,0.8952380952380953,0.9108984609514832,0.012898460056579547,7,0.989501312335958,0.9973753280839895,0.9868766404199475,0.9912510936132982,0.0044610844388388625,4,0.9484276729559749,0.9608091024020228,0.9388264669163545,0.9493544140914508,0.008998266595038463,7,False,100,1500.0,
Random Forest,f1,1.3801788489023845,0.02394333426818559,0.12554121017456055,0.004941605791777857,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 500}",0.9096916299559471,0.9315673289183223,0.891832229580574,0.9110303961516144,0.016249384625069717,7,0.9106280193236715,0.926829268292683,0.8952380952380953,0.9108984609514832,0.012898460056579547,7,0.989501312335958,0.9973753280839895,0.9868766404199475,0.9912510936132982,0.0044610844388388625,4,0.9484276729559749,0.9608091024020228,0.9388264669163545,0.9493544140914508,0.008998266595038463,7,False,100,500.0,
Random Forest,f1,2.8712443510691323,0.011068048975872078,0.2528568108876546,0.001746855039769781,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 1000}",0.9096916299559471,0.9315673289183223,0.8896247240618101,0.9102945609786932,0.017128303475067636,11,0.9106280193236715,0.926829268292683,0.8949880668257757,0.9108151181473767,0.012999789285251726,11,0.989501312335958,0.9973753280839895,0.984251968503937,0.9903762029746281,0.005393188104084854,9,0.9484276729559749,0.9608091024020228,0.9375,0.9489122584526659,0.009522068438621882,11,False,,1000.0,
Random Forest,f1,2.9480831623077393,0.20288592787761833,0.25530433654785156,0.025048948283145533,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 1000}",0.9096916299559471,0.9315673289183223,0.8896247240618101,0.9102945609786932,0.017128303475067636,11,0.9106280193236715,0.926829268292683,0.8949880668257757,0.9108151181473767,0.012999789285251726,11,0.989501312335958,0.9973753280839895,0.984251968503937,0.9903762029746281,0.005393188104084854,9,0.9484276729559749,0.9608091024020228,0.9375,0.9489122584526659,0.009522068438621882,11,False,100,1000.0,
XGBoost,f1,0.10613274574279785,0.008225447615560905,0.0179442564646403,0.00028369268558119446,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9008810572687225,0.9315673289183223,0.8874172185430463,0.9066218682433638,0.018475673095942186,3,0.9117647058823529,0.9331683168316832,0.8966346153846154,0.9138558793662171,0.014987941603404244,45,0.9763779527559056,0.989501312335958,0.979002624671916,0.9816272965879266,0.0056699393686857535,1,0.9429657794676806,0.9605095541401274,0.9360100376411543,0.946495123749654,0.010308533050063849,1,False,10,100.0,0.05
XGBoost,f1,0.11240466435750325,0.0032545631344840288,0.01978413263956706,0.0008397679841888703,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.8942731277533039,0.9359823399558499,0.8896247240618101,0.9066267305903213,0.020844116118398256,1,0.9090909090909091,0.9356435643564357,0.8987951807228916,0.9145098847234121,0.015523633955584353,42,0.9711286089238845,0.9921259842519685,0.979002624671916,0.9807524059492563,0.008660975447604257,2,0.9390862944162437,0.9630573248407643,0.9371859296482412,0.9464431829684165,0.011773561601564321,2,False,20,100.0,0.05
XGBoost,f1,0.16715145111083984,0.008869329409657017,0.020098765691121418,0.002062320675540598,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 500}",0.8964757709251101,0.9293598233995585,0.8940397350993378,0.9066251098080021,0.016106602563414476,2,0.9154228855721394,0.9395465994962217,0.9012048192771084,0.9187247681151565,0.015826135532479333,5,0.9658792650918635,0.979002624671916,0.9816272965879265,0.9755030621172353,0.006888895777788105,7,0.9399744572158365,0.9588688946015425,0.9396984924623115,0.9461806147598969,0.008972676046057095,3,False,15,500.0,0.2
XGBoost,f1,0.12477850914001465,0.016645691473232395,0.021590550740559895,0.0042355911835824855,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 100}",0.8920704845814978,0.9359823399558499,0.8896247240618101,0.9058925161997192,0.021300133902336024,6,0.9088669950738916,0.9356435643564357,0.8987951807228916,0.9144352467177397,0.015550024949135897,43,0.968503937007874,0.9921259842519685,0.979002624671916,0.9798775153105862,0.009663482954669548,4,0.9377382465057179,0.9630573248407643,0.9371859296482412,0.9459938336649077,0.012067817030133307,4,False,15,100.0,0.05
XGBoost,f1,0.24899633725484213,0.010917420823400942,0.01822352409362793,0.00027043527016511556,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 1000}",0.8920704845814978,0.9315673289183223,0.8940397350993378,0.9058925161997192,0.01817262580553521,6,0.9108910891089109,0.9396984924623115,0.9012048192771084,0.9172648002827769,0.01634847320941021,16,0.9658792650918635,0.9816272965879265,0.9816272965879265,0.9763779527559056,0.007423693240803635,5,0.9375796178343949,0.9602053915275995,0.9396984924623115,0.9458278339414354,0.01020320306014434,5,False,20,1000.0,0.2
XGBoost,f1,0.37452054023742676,0.0514387701442542,0.018726030985514324,0.0003747391161738292,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 1500}",0.8898678414096917,0.9315673289183223,0.8962472406181016,0.9058941369820386,0.018339552370273654,4,0.9106699751861043,0.9396984924623115,0.9014423076923077,0.9172702584469078,0.016300444219535873,15,0.963254593175853,0.9816272965879265,0.984251968503937,0.9763779527559056,0.009341275811051002,5,0.9362244897959183,0.9602053915275995,0.9410288582183187,0.9458195798472788,0.010359670916934818,6,False,20,1500.0,0.2
XGBoost,f1,0.40215253829956055,0.07372592651159793,0.026355663935343426,0.005281033642338735,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.8898678414096917,0.9315673289183223,0.8962472406181016,0.9058941369820386,0.018339552370273654,4,0.912718204488778,0.9396984924623115,0.9014423076923077,0.917953001547799,0.016050674824360074,9,0.9606299212598425,0.9816272965879265,0.984251968503937,0.9755030621172353,0.010571343808919154,7,0.9360613810741688,0.9602053915275995,0.9410288582183187,0.9457652102733624,0.010410189985004441,7,False,15,1500.0,0.2
XGBoost,f1,0.2918252944946289,0.02729723876064835,0.021196842193603516,0.0011644946742930735,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.8942731277533039,0.9315673289183223,0.8896247240618101,0.9051550602444788,0.01877245973217582,10,0.913151364764268,0.9396984924623115,0.8987951807228916,0.9172150126498236,0.01694412687661773,17,0.9658792650918635,0.9816272965879265,0.979002624671916,0.9755030621172353,0.006888895777788105,7,0.9387755102040817,0.9602053915275995,0.9371859296482412,0.9453889437933075,0.010496889513347365,8,False,10,1000.0,0.1
XGBoost,f1,0.2534739176432292,0.013381590272760998,0.01851050059000651,0.0006075315014177286,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 1000}",0.8898678414096917,0.9315673289183223,0.8940397350993378,0.9051583018091173,0.01875151031926891,8,0.912718204488778,0.9396984924623115,0.9012048192771084,0.9178738387427327,0.016132289406502295,10,0.9606299212598425,0.9816272965879265,0.9816272965879265,0.9746281714785651,0.009898257654404864,12,0.9360613810741688,0.9602053915275995,0.9396984924623115,0.94532175502136,0.0106285502789998,9,False,15,1000.0,0.2
XGBoost,f1,0.34274959564208984,0.021645677545182564,0.021207332611083984,0.00039493963864433476,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.8898678414096917,0.9315673289183223,0.8940397350993378,0.9051583018091173,0.01875151031926891,8,0.912718204488778,0.9375,0.9051094890510949,0.918442564513291,0.01382901594837142,6,0.9606299212598425,0.984251968503937,0.9763779527559056,0.9737532808398951,0.009820623062398828,13,0.9360613810741688,0.9603072983354674,0.9393939393939394,0.9452542062678585,0.010730740012866424,10,False,10,1000.0,0.05
XGBoost,f1,0.27235960960388184,0.01642059908923571,0.019823551177978516,0.00019344314412701567,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 1000}",0.8986784140969163,0.9293598233995585,0.8874172185430463,0.9051518186798404,0.01772426304453955,12,0.9197994987468672,0.9395465994962217,0.8985507246376812,0.9192989409602567,0.016740238099214332,1,0.963254593175853,0.979002624671916,0.9763779527559056,0.9728783902012248,0.006888895777788105,20,0.941025641025641,0.9588688946015425,0.9358490566037736,0.9452478640769857,0.009860649437109792,11,False,15,1000.0,0.1
XGBoost,f1,0.9692586263020834,0.005417172330657127,0.020940701166788738,0.0004228854890535713,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.8986784140969163,0.9293598233995585,0.8852097130242825,0.9044159835069191,0.018475169617411944,14,0.9095354523227384,0.9308641975308642,0.8963855421686747,0.9122617306740924,0.014207248481742377,48,0.9763779527559056,0.989501312335958,0.9763779527559056,0.9807524059492563,0.006186411034002995,2,0.9417721518987342,0.9592875318066157,0.9346733668341709,0.9452443501798403,0.010344286667855826,12,False,5,100.0,0.05
XGBoost,f1,0.21064058939615884,0.033898492043125436,0.0345458984375,0.015932116790214012,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.8964757709251101,0.9315673289183223,0.8874172185430463,0.9051534394621595,0.01904003693915247,11,0.9175,0.9396984924623115,0.9004854368932039,0.9192279764518384,0.016055224668417883,3,0.963254593175853,0.9816272965879265,0.973753280839895,0.9728783902012248,0.007526093846931403,20,0.939820742637644,0.9602053915275995,0.935687263556116,0.9452377992404531,0.010717369903884683,13,False,10,500.0,0.1
XGBoost,f1,1.0754471619923909,0.01026305683385633,0.0199582576751709,0.0006908439885537272,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.9008810572687225,0.9249448123620309,0.8874172185430463,0.9044143627245999,0.015522956334497434,15,0.917910447761194,0.9370277078085643,0.8985507246376812,0.9178296267358131,0.015708266560672507,11,0.968503937007874,0.9763779527559056,0.9763779527559056,0.9737532808398951,0.0037118466204018696,13,0.9425287356321839,0.9562982005141388,0.9358490566037736,0.9448919975833654,0.008513934732900479,14,False,5,500.0,0.05
XGBoost,f1,0.15764562288920084,0.0032192583472265596,0.01902619997660319,0.00041989721388887994,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 500}",0.8898678414096917,0.9293598233995585,0.8940397350993378,0.9044224666361959,0.017715435755236042,13,0.912718204488778,0.9395465994962217,0.9012048192771084,0.917823207754036,0.016063806550678194,12,0.9606299212598425,0.979002624671916,0.9816272965879265,0.9737532808398951,0.009341275811051023,13,0.9360613810741688,0.9588688946015425,0.9396984924623115,0.9448762560460077,0.010005085211092071,15,False,20,500.0,0.2
XGBoost,f1,0.4557794729868571,0.07739586780599834,0.027451038360595703,0.005353526343555298,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.9008810572687225,0.9271523178807947,0.8852097130242825,0.9044143627245999,0.0173043098893653,15,0.92,0.9393939393939394,0.8983050847457628,0.9192330080465675,0.016783219825512636,2,0.9658792650918635,0.9763779527559056,0.973753280839895,0.9720034995625547,0.004461084438838848,26,0.942381562099872,0.9575289575289575,0.9345088161209067,0.944806445249912,0.009553071803707066,16,False,15,1500.0,0.1
XGBoost,f1,0.4481533368428548,0.08131341658561887,0.02766553560892741,0.005284491035481962,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.8920704845814978,0.9337748344370861,0.8852097130242825,0.9036850106809555,0.021460283732922775,17,0.9108910891089109,0.9398496240601504,0.8983050847457628,0.9163485993049413,0.017393974049768054,19,0.9658792650918635,0.984251968503937,0.973753280839895,0.9746281714785652,0.00752609384693145,10,0.9375796178343949,0.9615384615384616,0.9345088161209067,0.9445422984979212,0.012083311476753556,17,False,10,1500.0,0.1
XGBoost,f1,0.0802466869354248,0.004718508919937231,0.01776742935180664,0.0003383570978304179,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.8942731277533039,0.9227373068432672,0.891832229580574,0.902947554725715,0.014028903797233028,18,0.9152119700748129,0.9390862944162437,0.9029126213592233,0.9190702952834267,0.015017737527573145,4,0.963254593175853,0.9711286089238845,0.9763779527559056,0.9702537182852143,0.005393188104084848,41,0.9386189258312021,0.9548387096774194,0.9382093316519546,0.9438889890535253,0.0077444271642652975,18,False,5,100.0,0.2
