Total train samples: 39209
Total test samples: 12630
Batch size: 64
iteration every epoch: 612
Initial learning rate: 0.001
[2026-02-04_13:02:01] Epoch:1/20, iteration:100/612, lr: 0.001, loss: 0.003033015411347151, time: 0.7097556591033936
[2026-02-04_13:02:02] Epoch:1/20, iteration:200/612, lr: 0.001, loss: 0.00305755902081728, time: 0.5184855461120605
[2026-02-04_13:02:02] Epoch:1/20, iteration:300/612, lr: 0.001, loss: 0.0031716185621917248, time: 0.5089609622955322
[2026-02-04_13:02:03] Epoch:1/20, iteration:400/612, lr: 0.001, loss: 0.003109533339738846, time: 0.4953188896179199
[2026-02-04_13:02:03] Epoch:1/20, iteration:500/612, lr: 0.001, loss: 0.002441407646983862, time: 0.4984884262084961
[2026-02-04_13:02:04] Epoch:1/20, iteration:600/612, lr: 0.001, loss: 0.002461592899635434, time: 0.4922828674316406
[2026-02-04_13:02:05] Epoch:2/20, iteration:87/612, lr: 0.001, loss: 0.0029019794892519712, time: 0.6998128890991211
[2026-02-04_13:02:05] Epoch:2/20, iteration:187/612, lr: 0.001, loss: 0.0024680981878191233, time: 0.5043647289276123
[2026-02-04_13:02:06] Epoch:2/20, iteration:287/612, lr: 0.001, loss: 0.002467977348715067, time: 0.5010478496551514
[2026-02-04_13:02:06] Epoch:2/20, iteration:387/612, lr: 0.001, loss: 0.0032150959596037865, time: 0.48885560035705566
[2026-02-04_13:02:07] Epoch:2/20, iteration:487/612, lr: 0.001, loss: 0.002074015559628606, time: 0.4874100685119629
[2026-02-04_13:02:07] Epoch:2/20, iteration:587/612, lr: 0.001, loss: 0.0027498393319547176, time: 0.4890859127044678
[2026-02-04_13:02:08] Epoch:3/20, iteration:74/612, lr: 0.001, loss: 0.0019134941976517439, time: 0.6671514511108398
[2026-02-04_13:02:08] Epoch:3/20, iteration:174/612, lr: 0.001, loss: 0.002919898135587573, time: 0.4875209331512451
[2026-02-04_13:02:09] Epoch:3/20, iteration:274/612, lr: 0.001, loss: 0.0023712762631475925, time: 0.5056760311126709
[2026-02-04_13:02:09] Epoch:3/20, iteration:374/612, lr: 0.001, loss: 0.002010658383369446, time: 0.4899921417236328
[2026-02-04_13:02:10] Epoch:3/20, iteration:474/612, lr: 0.001, loss: 0.0021961759775877, time: 0.48517942428588867
[2026-02-04_13:02:10] Epoch:3/20, iteration:574/612, lr: 0.001, loss: 0.0021860876586288214, time: 0.5072088241577148
[2026-02-04_13:02:11] Epoch:4/20, iteration:61/612, lr: 0.001, loss: 0.0018521606689319015, time: 0.673335075378418
[2026-02-04_13:02:11] Epoch:4/20, iteration:161/612, lr: 0.001, loss: 0.0025747595354914665, time: 0.5014069080352783
[2026-02-04_13:02:12] Epoch:4/20, iteration:261/612, lr: 0.001, loss: 0.002172021893784404, time: 0.4818689823150635
[2026-02-04_13:02:12] Epoch:4/20, iteration:361/612, lr: 0.001, loss: 0.001985033042728901, time: 0.48739171028137207
[2026-02-04_13:02:13] Epoch:4/20, iteration:461/612, lr: 0.001, loss: 0.0015498166903853416, time: 0.5026051998138428
