model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__n_estimators,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,preproc_scaled
XGBoost,f1_macro,8.957323670387268,0.29897964000701904,0.17845451831817627,0.0007222890853881836,0.2,5,500,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.8615708696960578,0.8227327447833066,0.8421518072396822,0.01941906245637559,29,0.8821572580618411,0.8169665895237876,0.8495619237928144,0.03259533426902672,18,0.8517833360632091,0.8024646437463001,0.8271239899047547,0.024659346158454498,25,0.856340305874495,0.7867004592852893,0.8215203825798921,0.03481992329460282,29,False
XGBoost,f1_macro,25.55803382396698,1.1647518873214722,0.24260902404785156,0.00548553466796875,0.1,15,1500,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.8531447487210352,0.8296548956661316,0.8413998221935834,0.011744926527451793,35,0.8712662353041554,0.8249649864666366,0.848115610885396,0.02315062441875937,37,0.8416524959729472,0.8114136363831277,0.8265330661780375,0.015119429794909767,33,0.8469132891209511,0.7960184775615577,0.8214658833412545,0.025447405779696675,30,False
XGBoost,f1_macro,50.776650190353394,21.916301250457764,0.40790069103240967,0.18349897861480713,0.05,20,1000,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 20, 'classifier__n_estimators': 1000}",0.8555522118567559,0.8281500802568218,0.8418511460567888,0.01370106579996705,31,0.8738780654005311,0.8230410829723085,0.8484595741864198,0.025418491214111327,29,0.8438791467275694,0.8094002408948072,0.8266396938111883,0.01723945291638107,32,0.8490739630263211,0.7937710241618757,0.8214224935940984,0.027651469432222686,31,False
XGBoost,f1_macro,27.012532949447632,0.9755496978759766,0.23988497257232666,0.006166815757751465,0.05,5,1500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.8634767780118366,0.8217295345104334,0.842603156261135,0.02087362175070162,17,0.8832090887093519,0.8173429472042971,0.8502760179568245,0.03293307075252738,11,0.8539520272838623,0.8004610728278122,0.8272065500558372,0.02674547722802506,22,0.858400359777857,0.7843060437575848,0.821353201767721,0.03704715801013608,32,False
XGBoost,f1_macro,28.726016759872437,1.0539774894714355,0.2523611783981323,0.008030295372009277,0.05,20,1500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 20, 'classifier__n_estimators': 1500}",0.8555522118567559,0.8278491171749599,0.8417006645158579,0.013851547340897996,33,0.8739713945749467,0.8226001652079836,0.8482857798914651,0.025685614683481517,33,0.8437675949220313,0.8089317754979735,0.8263496852100024,0.017417909712028945,36,0.8490745536785188,0.793234440678204,0.8211544971783614,0.027920056500157386,33,False
XGBoost,f1_macro,16.43340754508972,0.8474025726318359,0.20360100269317627,0.005428671836853027,0.2,20,1000,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 1000}",0.8565553214966396,0.8277487961476726,0.842152058822156,0.014403262674483497,28,0.8747093703653223,0.8216613624631873,0.8481853664142548,0.026524003951067465,34,0.8458350041532042,0.8066231168230089,0.8262290604881066,0.019605943665097658,37,0.8509422778544917,0.7912391148575482,0.82109069635602,0.02985158149847178,34,False
XGBoost,f1_macro,25.460461497306824,1.7067393064498901,0.2320936918258667,0.008994460105895996,0.1,20,1500,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 1500}",0.8548500351088374,0.8270465489566613,0.8409482920327493,0.013901743076088047,38,0.8728152895398902,0.8202578814691274,0.8465365855045088,0.026278704035381406,42,0.8432618861519572,0.8085126737995707,0.8258872799757639,0.01737460617619324,38,0.8487613436707472,0.7932351892638828,0.820998266467315,0.027763077203432185,35,False
XGBoost,f1_macro,16.377317667007446,0.7183010578155518,0.19859635829925537,0.0017153024673461914,0.2,5,1000,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 1000}",0.8615708696960578,0.8214285714285714,0.8414997205623146,0.020071149133743194,34,0.8819401243045474,0.8149355268529036,0.8484378255787255,0.03350229872582189,31,0.851725977826754,0.8012191587338976,0.8264725682803258,0.025253409546428185,34,0.8562826224812016,0.7852703034315793,0.8207764629563905,0.03550615952481112,36,False
XGBoost,f1_macro,23.946234107017517,1.5865808725357056,0.22476351261138916,0.005363345146179199,0.2,5,1500,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.8614705587320695,0.8213282504012841,0.8413994045666768,0.02007115416539268,36,0.8819609176910285,0.8152472370992631,0.8486040773951458,0.033356840295882706,28,0.8517596506402949,0.801131743929782,0.8264456972850385,0.025313953355256436,35,0.856324944070217,0.7852144510536258,0.8207696975619214,0.03555524650829561,37,False
XGBoost,f1_macro,3.716472029685974,0.3245748281478882,0.16672849655151367,0.0006077289581298828,0.1,15,100,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 15, 'classifier__n_estimators': 100}",0.8503360417293611,0.8259430176565008,0.8381395296929309,0.01219651203643013,43,0.8717333662785409,0.8239661648434774,0.8478497655610091,0.02388360071753176,39,0.8407364956502191,0.8128409423729868,0.826788719011603,0.013947776638616183,30,0.8444321875711425,0.7969706785967786,0.8207014330839606,0.023730754487181926,38,False
XGBoost,f1_macro,24.485394954681396,0.40986204147338867,0.22049641609191895,0.007901191711425781,0.2,20,1500,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 1500}",0.8560537666766977,0.8274478330658106,0.8417507998712541,0.014302966805443573,32,0.8744935702237241,0.8215303673251833,0.8480119687744536,0.02648160144927042,38,0.8452115634737213,0.806121765907756,0.8256666646907387,0.019544898782982656,40,0.8503775601307171,0.7908237536587434,0.8206006568947302,0.029776903235986862,39,False
XGBoost,f1_macro,20.47921061515808,1.1360790729522705,0.21464097499847412,0.006725907325744629,0.05,15,1000,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 1000}",0.8540475473969305,0.8280497592295345,0.8410486533132324,0.012998894083697976,37,0.8725009092350524,0.8242863837641501,0.8483936464996013,0.024107262735451163,32,0.8420824350590591,0.8093519965221551,0.8257172157906071,0.016365219268452025,39,0.8474344326780316,0.7936032796401812,0.8205188561591064,0.026915576518925233,40,False
XGBoost,f1_macro,29.074289202690125,1.657997965812683,0.24824631214141846,0.0007404088973999023,0.05,15,1500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.8539472364329421,0.8275481540930979,0.84074769526302,0.013199541169922113,39,0.8724608007062181,0.8238154892968768,0.8481381450015475,0.02432265570467068,36,0.8420195548773918,0.8088247831925457,0.8254221690349688,0.01659738584242304,41,0.8474615512725363,0.7931008759640188,0.8202812136182775,0.027180337654258757,41,False
XGBoost,f1_macro,11.331158995628357,0.5538259744644165,0.19248569011688232,0.00576627254486084,0.05,5,500,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.8623733574079647,0.8179173354735152,0.84014534644074,0.022228010967224765,41,0.8831717536301033,0.811173898737581,0.847172826183842,0.03599892744626115,41,0.8529565632871094,0.7939019932311814,0.8234292782591455,0.029527285027964034,43,0.857385338896772,0.7798206247496403,0.8186029818232061,0.038782357073565865,42,False
XGBoost,f1_macro,3.6829358339309692,0.26469552516937256,0.18114185333251953,0.007109880447387695,0.1,20,100,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.8499347978734075,0.8217295345104334,0.8358321661919205,0.014102631681487066,44,0.8703160746926522,0.8170815302140079,0.8436988024533301,0.026617272239322143,44,0.8401697827608351,0.8076333160622444,0.8239015494115398,0.016268233349295336,42,0.8439355538167986,0.7916893145311701,0.8178124341739843,0.026123119642814274,43,False
XGBoost,f1_macro,2.645699977874756,0.07114243507385254,0.21878039836883545,0.05272972583770752,0.2,5,100,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.8600662052362323,0.8176163723916533,0.8388412888139428,0.02122491642228952,42,0.8821861899372169,0.8069996069586943,0.8445928984479556,0.03759329148926127,43,0.8501465044691935,0.7936447027049903,0.8218956035870919,0.02825090088210158,44,0.8544480313452033,0.7796685827656943,0.8170583070554488,0.03738972428975451,44,False
XGBoost,f1_macro,3.935995101928711,0.22570347785949707,0.16965603828430176,0.0002613067626953125,0.05,10,100,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.840405256294513,0.8221308186195827,0.8312680374570478,0.009137218837465155,45,0.8634516490175864,0.8218285264536042,0.8426400877355953,0.02081156128199113,45,0.8324563188303944,0.8107608593242825,0.8216085890773385,0.010847729753055924,45,0.8354598154998517,0.7949179279772287,0.8151888717385403,0.0202709437613115,45,False
XGBoost,f1_macro,2.9618942737579346,0.19182443618774414,0.16789138317108154,0.007131695747375488,0.05,5,100,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.8543484802888955,0.8043739967897271,0.8293612385393113,0.02498724174958422,46,0.876547573342812,0.7994384848548808,0.8379930290988464,0.038554544243965594,46,0.8466610992934389,0.7873178787009251,0.816989488997182,0.029671610296256923,46,0.8504456672515306,0.7715919544386438,0.8110188108450872,0.03942685640644339,46,False
XGBoost,f1_macro,4.20767867565155,0.346798300743103,0.17265236377716064,0.008878588676452637,0.05,15,100,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 100}",0.8332831778513391,0.8169141252006421,0.8250986515259906,0.008184526325348496,47,0.8565192242207391,0.8158018699513432,0.8361605470860412,0.020358677134697967,47,0.8233771689985124,0.8067703348275695,0.815073751913041,0.008303417085471443,47,0.8262680471082023,0.7888954734212985,0.8075817602647504,0.018686286843451916,47,False
XGBoost,f1_macro,12.14096987247467,1.5385206937789917,0.31507372856140137,0.0007941722869873047,0.05,20,100,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.8338850436352694,0.8142054574638844,0.8240452505495769,0.009839793085692494,48,0.8560974831335646,0.8119740232220631,0.8340357531778139,0.02206172995575073,48,0.8238523032814739,0.8037358209829303,0.8137940621322021,0.010058241149271785,48,0.826866654999146,0.7860628951884002,0.8064647750937731,0.0204018799053729,48,False
