timestamp,poison_type,poison_rate,target_label,defense,alpha,clean_acc,asr
2026-02-04_19:26:43,beard,0.05,7,Baseline,nan,92.0,62.5
2026-02-04_19:26:43,beard,0.05,7,AE_Mix,0.5,86.66666666666667,54.23076923076923
2026-02-04_19:26:43,beard,0.05,7,AE_Mix,0.6,81.33333333333333,52.11538461538461
2026-02-04_19:26:43,beard,0.05,7,AE_Mix,0.8,69.66666666666667,44.61538461538461
