model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_classifier__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,preproc_scaled
Random Forest_adapt,f1_macro,6.846931536992391,0.13990933135304617,0.4354524612426758,0.022730956010692322,,500,"{'classifier__max_depth': None, 'classifier__n_estimators': 500}",0.8928678904604274,0.9071622028287691,0.9768246802106847,0.9256182578332938,0.036675651423796654,1,0.9187006821909658,0.9276723961470813,0.9755712964365303,0.9406481249248592,0.024964559468077803,1,0.8851388640470869,0.895732645480794,0.9785692065707143,0.9198135720328651,0.04177100664117213,1,0.8881968335247296,0.8897518058293266,0.9765092515503062,0.9181526303014541,0.04126924534810798,1,False
Random Forest_adapt,f1_macro,6.650858243306478,0.4418925365614619,0.391922394434611,0.004886985297990823,100,500,"{'classifier__max_depth': 100, 'classifier__n_estimators': 500}",0.8928678904604274,0.9071622028287691,0.9768246802106847,0.9256182578332938,0.036675651423796654,1,0.9187006821909658,0.9276723961470813,0.9755712964365303,0.9406481249248592,0.024964559468077803,1,0.8851388640470869,0.895732645480794,0.9785692065707143,0.9198135720328651,0.04177100664117213,1,0.8881968335247296,0.8897518058293266,0.9765092515503062,0.9181526303014541,0.04126924534810798,1,False
Random Forest_adapt,f1_macro,1.5706106821695964,0.054233081928802926,0.22601143519083658,0.003093683104102593,100,100,"{'classifier__max_depth': 100, 'classifier__n_estimators': 100}",0.8910622931086368,0.9106229310863677,0.9745673438675696,0.9254175226875248,0.03565981240413129,3,0.9168122907121055,0.9306448520149566,0.9737920779452499,0.9404164068907707,0.024266389675184987,3,0.8836084630502644,0.8984421207217032,0.975617705396802,0.9192227630562565,0.0403344475700647,5,0.8864440834075453,0.8936329182409093,0.9741354705462499,0.9180708240649015,0.039752176253837784,3,False
Random Forest_adapt,f1_macro,1.560949405034383,0.1259912906473043,0.21850299835205078,0.003107059677592317,,100,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.8910622931086368,0.9106229310863677,0.9745673438675696,0.9254175226875248,0.03565981240413129,3,0.9168122907121055,0.9306448520149566,0.9737920779452499,0.9404164068907707,0.024266389675184987,3,0.8836084630502644,0.8984421207217032,0.975617705396802,0.9192227630562565,0.0403344475700647,5,0.8864440834075453,0.8936329182409093,0.9741354705462499,0.9180708240649015,0.039752176253837784,3,False
Random Forest_adapt,f1_macro,21.884483575820923,0.7190382251938353,0.9049042065938314,0.02910936731713803,,1500,"{'classifier__max_depth': None, 'classifier__n_estimators': 1500}",0.8925669575684623,0.9074631357207342,0.9753197893152746,0.9251166275348237,0.03601612713263927,5,0.9185895431274194,0.9280218555865523,0.9741249695222078,0.9402454560787264,0.024263940363661102,5,0.8847418158549176,0.8958465195528298,0.9771139299560226,0.9192340884545901,0.041177547686636444,3,0.8876752744525919,0.8899096239023577,0.9749787893252212,0.9175212292267236,0.04063886882218602,5,False
Random Forest_adapt,f1_macro,20.933891614278156,0.692429453023154,0.9376844565073649,0.034609529731519324,100,1500,"{'classifier__max_depth': 100, 'classifier__n_estimators': 1500}",0.8925669575684623,0.9074631357207342,0.9753197893152746,0.9251166275348237,0.03601612713263927,5,0.9185895431274194,0.9280218555865523,0.9741249695222078,0.9402454560787264,0.024263940363661102,5,0.8847418158549176,0.8958465195528298,0.9771139299560226,0.9192340884545901,0.041177547686636444,3,0.8876752744525919,0.8899096239023577,0.9749787893252212,0.9175212292267236,0.04063886882218602,5,False
Random Forest_adapt,f1_macro,13.189689874649048,0.380688029035233,0.6668964227040609,0.015922267472824565,100,1000,"{'classifier__max_depth': 100, 'classifier__n_estimators': 1000}",0.8919650917845321,0.9074631357207342,0.9754702784048157,0.924966168636694,0.036267948835162774,7,0.9179578674785256,0.9280170186070867,0.974294388287992,0.9400897581245348,0.0245324842310622,7,0.8842269346515365,0.8959439270553612,0.9771874904290581,0.9191194507119853,0.04133799628417325,7,0.8870927097898694,0.8899634205063182,0.9750979958281241,0.917384708708104,0.04082628138550623,7,False
Random Forest_adapt,f1_macro,14.063537995020548,0.38267010968846676,0.6410390535990397,0.012327696621280559,,1000,"{'classifier__max_depth': None, 'classifier__n_estimators': 1000}",0.8919650917845321,0.9074631357207342,0.9754702784048157,0.924966168636694,0.036267948835162774,7,0.9179578674785256,0.9280170186070867,0.974294388287992,0.9400897581245348,0.0245324842310622,7,0.8842269346515365,0.8959439270553612,0.9771874904290581,0.9191194507119853,0.04133799628417325,7,0.8870927097898694,0.8899634205063182,0.9750979958281241,0.917384708708104,0.04082628138550623,7,False
Random Forest_adapt,f1_macro,5.741795698801677,0.2970337200699493,0.3560505708058675,0.002280236473257801,10,500,"{'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.8487812217875413,0.8435148961781522,0.8782543265613243,0.8568501481756726,0.015286981076057837,9,0.8783190812102504,0.8879152408765356,0.8580855244721339,0.8747732821863066,0.012433356029391475,10,0.831577150850737,0.807561340788241,0.8495047820367714,0.8295477578919165,0.01718336196786903,9,0.8385478645933427,0.8058685370697275,0.8480369524245928,0.8308177846958876,0.01806210424804538,9,False
Random Forest_adapt,f1_macro,17.579692522684734,0.7787349218304256,0.845831553141276,0.014120563526831156,10,1500,"{'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.8501354198013843,0.845621426421908,0.8743416102332581,0.8566994854855167,0.012610246052810612,10,0.8805261242884543,0.8922601957029764,0.8550203626583875,0.8759355608832727,0.015545765673862401,9,0.8332033307566085,0.8099442425492828,0.8446147800977142,0.8292541178012017,0.014427029162874846,10,0.8400741115664805,0.8077110639020065,0.8437861944686049,0.8305237899790306,0.016202062485314705,10,False
